dist,algo,impl,dtype,N,threads,ms,s_per_elem,ns_per_elem,mels_per_s,bytes,GB,GBps,sorted,match_ref,error
uniform_counting_limit,pigeonhole,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort (OMP) range too large: 99967556"
uniform_counting_limit,bitonic,seq,uint64,1000,8,1.32673,1.32673e-06,1326.73,0.753732,8000,8e-06,0.00602986,true,true,"none"
uniform_counting_limit,bitonic,omp,uint64,1000,8,0.595468,5.95468e-07,595.468,1.67935,8000,8e-06,0.0134348,true,true,"none"
uniform_counting_limit,radix,seq,uint64,100,8,0.049884,4.9884e-07,498.84,2.00465,800,8e-07,0.0160372,true,true,"none"
uniform_counting_limit,radix,omp,uint64,100,8,0.749827,7.49827e-06,7498.27,0.133364,800,8e-07,0.00106691,true,true,"none"
uniform_counting_limit,counting,seq,uint64,100,8,602.267,0.00602267,6.02267e+06,0.000166039,800,8e-07,1.32831e-06,true,true,"none"
uniform_counting_limit,counting,omp,uint64,100,8,5334.06,0.0533406,5.33406e+07,1.87475e-05,800,8e-07,1.4998e-07,true,true,"none"
uniform_counting_limit,bucket,seq,uint64,100,8,0.15604,1.5604e-06,1560.4,0.640861,800,8e-07,0.00512689,true,true,"none"
uniform_counting_limit,bucket,omp,uint64,100,8,0.135353,1.35353e-06,1353.53,0.738809,800,8e-07,0.00591047,true,true,"none"
uniform_counting_limit,pigeonhole,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort range too large: 99223457"
uniform_counting_limit,pigeonhole,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort (OMP) range too large: 99223457"
uniform_counting_limit,bitonic,seq,uint64,100,8,0.130601,1.30601e-06,1306.01,0.765691,800,8e-07,0.00612553,true,true,"none"
uniform_counting_limit,bitonic,omp,uint64,100,8,0.179984,1.79984e-06,1799.84,0.555605,800,8e-07,0.00444484,true,true,"none"
uniform,radix,seq,uint64,100000000,8,11950.9,1.19509e-07,119.509,8.36759,8e+08,0.8,0.0669407,true,true,"none"
uniform,radix,omp,uint64,100000000,8,2271.21,2.27121e-08,22.7121,44.0293,8e+08,0.8,0.352235,true,true,"none"
uniform,counting,seq,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Counting sort range too large: 4294967254"
uniform,counting,omp,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Counting sort (OMP) range too large: 4294967254"
uniform,bucket,seq,uint64,100000000,8,26564.2,2.65642e-07,265.642,3.76446,8e+08,0.8,0.0301157,true,true,"none"
uniform,bucket,omp,uint64,100000000,8,12911,1.2911e-07,129.11,7.74535,8e+08,0.8,0.0619628,true,true,"none"
uniform,pigeonhole,seq,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Pigeonhole sort range too large: 4294967254"
uniform,pigeonhole,omp,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Pigeonhole sort (OMP) range too large: 4294967254"
uniform,bitonic,seq,uint64,100000000,8,284133,2.84133e-06,2841.33,0.351948,8e+08,0.8,0.00281558,true,true,"none"
uniform,bitonic,omp,uint64,100000000,8,51390.1,5.13901e-07,513.901,1.9459,8e+08,0.8,0.0155672,true,true,"none"
uniform,radix,seq,uint64,10000000,8,1165.66,1.16566e-07,116.566,8.57884,8e+07,0.08,0.0686307,true,true,"none"
uniform,radix,omp,uint64,10000000,8,223.465,2.23465e-08,22.3465,44.7497,8e+07,0.08,0.357998,true,true,"none"
uniform,counting,seq,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Counting sort range too large: 4294966326"
uniform,counting,omp,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Counting sort (OMP) range too large: 4294966326"
uniform,bucket,seq,uint64,10000000,8,2330.52,2.33052e-07,233.052,4.2909,8e+07,0.08,0.0343272,true,true,"none"
uniform,bucket,omp,uint64,10000000,8,1382.54,1.38254e-07,138.254,7.23305,8e+07,0.08,0.0578644,true,true,"none"
uniform,pigeonhole,seq,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Pigeonhole sort range too large: 4294966326"
uniform,pigeonhole,omp,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Pigeonhole sort (OMP) range too large: 4294966326"
uniform,bitonic,seq,uint64,10000000,8,26555.6,2.65556e-06,2655.56,0.376569,8e+07,0.08,0.00301255,true,true,"none"
uniform,bitonic,omp,uint64,10000000,8,5214.01,5.21401e-07,521.401,1.91791,8e+07,0.08,0.0153433,true,true,"none"
uniform,radix,seq,uint64,1000000,8,89.1555,8.91555e-08,89.1555,11.2164,8e+06,0.008,0.0897308,true,true,"none"
uniform,radix,omp,uint64,1000000,8,18.2695,1.82695e-08,18.2695,54.736,8e+06,0.008,0.437888,true,true,"none"
uniform,counting,seq,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Counting sort range too large: 4294954775"
uniform,counting,omp,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Counting sort (OMP) range too large: 4294954775"
uniform,bucket,seq,uint64,1000000,8,262.818,2.62818e-07,262.818,3.80491,8e+06,0.008,0.0304393,true,true,"none"
uniform,bucket,omp,uint64,1000000,8,212.439,2.12439e-07,212.439,4.70723,8e+06,0.008,0.0376578,true,true,"none"
uniform,pigeonhole,seq,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Pigeonhole sort range too large: 4294954775"
uniform,pigeonhole,omp,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Pigeonhole sort (OMP) range too large: 4294954775"
uniform,bitonic,seq,uint64,1000000,8,1354.48,1.35448e-06,1354.48,0.73829,8e+06,0.008,0.00590632,true,true,"none"
uniform,bitonic,omp,uint64,1000000,8,233.146,2.33146e-07,233.146,4.28916,8e+06,0.008,0.0343133,true,true,"none"
uniform,radix,seq,uint64,100000,8,8.95631,8.95631e-08,89.5631,11.1653,800000,0.0008,0.0893225,true,true,"none"
uniform,radix,omp,uint64,100000,8,3.41301,3.41301e-08,34.1301,29.2997,800000,0.0008,0.234397,true,true,"none"
uniform,counting,seq,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Counting sort range too large: 4294831263"
uniform,counting,omp,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Counting sort (OMP) range too large: 4294831263"
uniform,bucket,seq,uint64,100000,8,43.285,4.3285e-07,432.85,2.31027,800000,0.0008,0.0184822,true,true,"none"
uniform,bucket,omp,uint64,100000,8,43.6142,4.36142e-07,436.142,2.29283,800000,0.0008,0.0183426,true,true,"none"
uniform,pigeonhole,seq,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Pigeonhole sort range too large: 4294831263"
uniform,pigeonhole,omp,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Pigeonhole sort (OMP) range too large: 4294831263"
uniform,bitonic,seq,uint64,100000,8,115.514,1.15514e-06,1155.14,0.865695,800000,0.0008,0.00692556,true,true,"none"
uniform,bitonic,omp,uint64,100000,8,22.1775,2.21775e-07,221.775,4.50908,800000,0.0008,0.0360727,true,true,"none"
uniform,radix,seq,uint64,10000,8,2.01988,2.01988e-07,201.988,4.9508,80000,8e-05,0.0396064,true,true,"none"
uniform,radix,omp,uint64,10000,8,1.28824,1.28824e-07,128.824,7.76255,80000,8e-05,0.0621004,true,true,"none"
uniform,counting,seq,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Counting sort range too large: 4293704743"
uniform,counting,omp,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Counting sort (OMP) range too large: 4293704743"
uniform,bucket,seq,uint64,10000,8,3.93896,3.93896e-07,393.896,2.53874,80000,8e-05,0.0203099,true,true,"none"
uniform,bucket,omp,uint64,10000,8,4.26175,4.26175e-07,426.175,2.34645,80000,8e-05,0.0187716,true,true,"none"
uniform,pigeonhole,seq,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Pigeonhole sort range too large: 4293704743"
uniform,pigeonhole,omp,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Pigeonhole sort (OMP) range too large: 4293704743"
uniform,bitonic,seq,uint64,10000,8,9.55994,9.55994e-07,955.994,1.04603,80000,8e-05,0.00836825,true,true,"none"
uniform,bitonic,omp,uint64,10000,8,2.72268,2.72268e-07,272.268,3.67286,80000,8e-05,0.0293829,true,true,"none"
uniform,radix,seq,uint64,1000,8,0.303509,3.03509e-07,303.509,3.2948,8000,8e-06,0.0263584,true,true,"none"
uniform,radix,omp,uint64,1000,8,0.680384,6.80384e-07,680.384,1.46976,8000,8e-06,0.0117581,true,true,"none"
uniform,counting,seq,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Counting sort range too large: 4283027776"
uniform,counting,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Counting sort (OMP) range too large: 4283027776"
uniform,bucket,seq,uint64,1000,8,0.994311,9.94311e-07,994.311,1.00572,8000,8e-06,0.00804577,true,true,"none"
uniform,bucket,omp,uint64,1000,8,0.908611,9.08611e-07,908.611,1.10058,8000,8e-06,0.00880465,true,true,"none"
uniform,pigeonhole,seq,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort range too large: 4283027776"
uniform,pigeonhole,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort (OMP) range too large: 4283027776"
uniform,bitonic,seq,uint64,1000,8,0.942879,9.42879e-07,942.879,1.06058,8000,8e-06,0.00848465,true,true,"none"
uniform,bitonic,omp,uint64,1000,8,0.628842,6.28842e-07,628.842,1.59022,8000,8e-06,0.0127218,true,true,"none"
uniform,radix,seq,uint64,100,8,0.062725,6.2725e-07,627.25,1.59426,800,8e-07,0.0127541,true,true,"none"
uniform,radix,omp,uint64,100,8,0.920048,9.20048e-06,9200.48,0.10869,800,8e-07,0.00086952,true,true,"none"
uniform,counting,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Counting sort range too large: 4258171451"
uniform,counting,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Counting sort (OMP) range too large: 4258171451"
uniform,bucket,seq,uint64,100,8,0.194571,1.94571e-06,1945.71,0.513951,800,8e-07,0.00411161,true,true,"none"
uniform,bucket,omp,uint64,100,8,0.15143,1.5143e-06,1514.3,0.660371,800,8e-07,0.00528297,true,true,"none"
uniform,pigeonhole,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort range too large: 4258171451"
uniform,pigeonhole,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort (OMP) range too large: 4258171451"
uniform,bitonic,seq,uint64,100,8,0.131343,1.31343e-06,1313.43,0.761365,800,8e-07,0.00609092,true,true,"none"
uniform,bitonic,omp,uint64,100,8,0.19011,1.9011e-06,1901.1,0.526011,800,8e-07,0.00420809,true,true,"none"
uniform_pigeonhole_limit,radix,seq,uint64,100000000,8,10422.7,1.04227e-07,104.227,9.59446,8e+08,0.8,0.0767557,true,true,"none"
uniform_pigeonhole_limit,radix,omp,uint64,100000000,8,1865.08,1.86508e-08,18.6508,53.617,8e+08,0.8,0.428936,true,true,"none"
uniform_pigeonhole_limit,counting,seq,uint64,100000000,8,3766.54,3.76654e-08,37.6654,26.5495,8e+08,0.8,0.212396,true,true,"none"
uniform_pigeonhole_limit,counting,omp,uint64,100000000,8,2189.08,2.18908e-08,21.8908,45.6812,8e+08,0.8,0.36545,true,true,"none"
uniform_pigeonhole_limit,bucket,seq,uint64,100000000,8,22682.6,2.26826e-07,226.826,4.40866,8e+08,0.8,0.0352693,true,true,"none"
uniform_pigeonhole_limit,bucket,omp,uint64,100000000,8,12576.3,1.25763e-07,125.763,7.95144,8e+08,0.8,0.0636115,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,seq,uint64,100000000,8,17625.5,1.76255e-07,176.255,5.67359,8e+08,0.8,0.0453888,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,omp,uint64,100000000,8,16707.2,1.67072e-07,167.072,5.98546,8e+08,0.8,0.0478837,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,100000000,8,278789,2.78789e-06,2787.89,0.358694,8e+08,0.8,0.00286955,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,100000000,8,49964.5,4.99645e-07,499.645,2.00142,8e+08,0.8,0.0160114,true,true,"none"
uniform_pigeonhole_limit,radix,seq,uint64,10000000,8,1025.11,1.02511e-07,102.511,9.75504,8e+07,0.08,0.0780404,true,true,"none"
uniform_pigeonhole_limit,radix,omp,uint64,10000000,8,186.587,1.86587e-08,18.6587,53.5944,8e+07,0.08,0.428756,true,true,"none"
uniform_pigeonhole_limit,counting,seq,uint64,10000000,8,389.072,3.89072e-08,38.9072,25.7022,8e+07,0.08,0.205617,true,true,"none"
uniform_pigeonhole_limit,counting,omp,uint64,10000000,8,278.142,2.78142e-08,27.8142,35.9529,8e+07,0.08,0.287623,true,true,"none"
uniform_pigeonhole_limit,bucket,seq,uint64,10000000,8,2172.87,2.17287e-07,217.287,4.60221,8e+07,0.08,0.0368177,true,true,"none"
uniform_pigeonhole_limit,bucket,omp,uint64,10000000,8,1378.31,1.37831e-07,137.831,7.25524,8e+07,0.08,0.0580419,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,seq,uint64,10000000,8,3172.43,3.17243e-07,317.243,3.15216,8e+07,0.08,0.0252173,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,omp,uint64,10000000,8,2975.78,2.97578e-07,297.578,3.36046,8e+07,0.08,0.0268837,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,10000000,8,26346.2,2.63462e-06,2634.62,0.379561,8e+07,0.08,0.00303649,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,10000000,8,5166.32,5.16632e-07,516.632,1.93561,8e+07,0.08,0.0154849,true,true,"none"
uniform_pigeonhole_limit,radix,seq,uint64,1000000,8,85.6381,8.56381e-08,85.6381,11.677,8e+06,0.008,0.0934164,true,true,"none"
uniform_pigeonhole_limit,radix,omp,uint64,1000000,8,18.9205,1.89205e-08,18.9205,52.8527,8e+06,0.008,0.422822,true,true,"none"
uniform_pigeonhole_limit,counting,seq,uint64,1000000,8,49.6358,4.96358e-08,49.6358,20.1468,8e+06,0.008,0.161174,true,true,"none"
uniform_pigeonhole_limit,counting,omp,uint64,1000000,8,84.998,8.4998e-08,84.998,11.765,8e+06,0.008,0.0941198,true,true,"none"
uniform_pigeonhole_limit,bucket,seq,uint64,1000000,8,259.843,2.59843e-07,259.843,3.84847,8e+06,0.008,0.0307878,true,true,"none"
uniform_pigeonhole_limit,bucket,omp,uint64,1000000,8,221.769,2.21769e-07,221.769,4.50919,8e+06,0.008,0.0360735,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,seq,uint64,1000000,8,485.509,4.85509e-07,485.509,2.05969,8e+06,0.008,0.0164775,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,omp,uint64,1000000,8,456.412,4.56412e-07,456.412,2.191,8e+06,0.008,0.017528,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,1000000,8,1352.41,1.35241e-06,1352.41,0.739422,8e+06,0.008,0.00591538,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,1000000,8,232.905,2.32905e-07,232.905,4.29359,8e+06,0.008,0.0343487,true,true,"none"
uniform_pigeonhole_limit,radix,seq,uint64,100000,8,9.23057,9.23057e-08,92.3057,10.8336,800000,0.0008,0.0866685,true,true,"none"
uniform_pigeonhole_limit,radix,omp,uint64,100000,8,2.33064,2.33064e-08,23.3064,42.9067,800000,0.0008,0.343254,true,true,"none"
uniform_pigeonhole_limit,counting,seq,uint64,100000,8,9.41366,9.41366e-08,94.1366,10.6229,800000,0.0008,0.0849829,true,true,"none"
uniform_pigeonhole_limit,counting,omp,uint64,100000,8,56.1254,5.61254e-07,561.254,1.78172,800000,0.0008,0.0142538,true,true,"none"
uniform_pigeonhole_limit,bucket,seq,uint64,100000,8,43.487,4.3487e-07,434.87,2.29954,800000,0.0008,0.0183963,true,true,"none"
uniform_pigeonhole_limit,bucket,omp,uint64,100000,8,43.7171,4.37171e-07,437.171,2.28744,800000,0.0008,0.0182995,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,seq,uint64,100000,8,93.071,9.3071e-07,930.71,1.07445,800000,0.0008,0.00859559,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,omp,uint64,100000,8,88.4235,8.84235e-07,884.235,1.13092,800000,0.0008,0.00904737,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,100000,8,116.539,1.16539e-06,1165.39,0.85808,800000,0.0008,0.00686464,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,100000,8,22.3365,2.23365e-07,223.365,4.47698,800000,0.0008,0.0358159,true,true,"none"
uniform_pigeonhole_limit,radix,seq,uint64,10000,8,1.28214,1.28214e-07,128.214,7.79945,80000,8e-05,0.0623956,true,true,"none"
uniform_pigeonhole_limit,radix,omp,uint64,10000,8,1.07464,1.07464e-07,107.464,9.30546,80000,8e-05,0.0744437,true,true,"none"
uniform_pigeonhole_limit,counting,seq,uint64,10000,8,5.34304,5.34304e-07,534.304,1.87159,80000,8e-05,0.0149727,true,true,"none"
uniform_pigeonhole_limit,counting,omp,uint64,10000,8,52.4457,5.24457e-06,5244.57,0.190674,80000,8e-05,0.00152539,true,true,"none"
uniform_pigeonhole_limit,bucket,seq,uint64,10000,8,4.1131,4.1131e-07,411.31,2.43126,80000,8e-05,0.0194501,true,true,"none"
uniform_pigeonhole_limit,bucket,omp,uint64,10000,8,4.91638,4.91638e-07,491.638,2.03402,80000,8e-05,0.0162721,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,seq,uint64,10000,8,61.82,6.182e-06,6182,0.16176,80000,8e-05,0.00129408,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,omp,uint64,10000,8,54.5449,5.45449e-06,5454.49,0.183335,80000,8e-05,0.00146668,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,10000,8,9.50188,9.50188e-07,950.188,1.05242,80000,8e-05,0.00841938,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,10000,8,3.91308,3.91308e-07,391.308,2.55553,80000,8e-05,0.0204442,true,true,"none"
uniform_pigeonhole_limit,radix,seq,uint64,1000,8,0.099499,9.9499e-08,99.499,10.0504,8000,8e-06,0.0804028,true,true,"none"
uniform_pigeonhole_limit,radix,omp,uint64,1000,8,0.797217,7.97217e-07,797.217,1.25436,8000,8e-06,0.0100349,true,true,"none"
uniform_pigeonhole_limit,counting,seq,uint64,1000,8,4.75048,4.75048e-06,4750.48,0.210505,8000,8e-06,0.00168404,true,true,"none"
uniform_pigeonhole_limit,counting,omp,uint64,1000,8,53.5891,5.35891e-05,53589.1,0.0186605,8000,8e-06,0.000149284,true,true,"none"
uniform_pigeonhole_limit,bucket,seq,uint64,1000,8,0.883049,8.83049e-07,883.049,1.13244,8000,8e-06,0.00905952,true,true,"none"
uniform_pigeonhole_limit,bucket,omp,uint64,1000,8,1.07888,1.07888e-06,1078.88,0.926884,8000,8e-06,0.00741507,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,seq,uint64,1000,8,58.8166,5.88166e-05,58816.6,0.017002,8000,8e-06,0.000136016,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,omp,uint64,1000,8,51.8604,5.18604e-05,51860.4,0.0192825,8000,8e-06,0.00015426,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,1000,8,0.881339,8.81339e-07,881.339,1.13464,8000,8e-06,0.0090771,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,1000,8,0.546435,5.46435e-07,546.435,1.83004,8000,8e-06,0.0146404,true,true,"none"
uniform_pigeonhole_limit,radix,seq,uint64,100,8,0.062905,6.2905e-07,629.05,1.5897,800,8e-07,0.0127176,true,true,"none"
uniform_pigeonhole_limit,radix,omp,uint64,100,8,0.559957,5.59957e-06,5599.57,0.178585,800,8e-07,0.00142868,true,true,"none"
uniform_pigeonhole_limit,counting,seq,uint64,100,8,4.64014,4.64014e-05,46401.4,0.0215511,800,8e-07,0.000172409,true,true,"none"
uniform_pigeonhole_limit,counting,omp,uint64,100,8,50.8737,0.000508737,508737,0.00196565,800,8e-07,1.57252e-05,true,true,"none"
uniform_pigeonhole_limit,bucket,seq,uint64,100,8,0.104987,1.04987e-06,1049.87,0.952499,800,8e-07,0.00761999,true,true,"none"
uniform_pigeonhole_limit,bucket,omp,uint64,100,8,0.157595,1.57595e-06,1575.95,0.634538,800,8e-07,0.0050763,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,seq,uint64,100,8,55.9106,0.000559106,559106,0.00178857,800,8e-07,1.43086e-05,true,true,"none"
uniform_pigeonhole_limit,pigeonhole,omp,uint64,100,8,50.0946,0.000500946,500946,0.00199622,800,8e-07,1.59698e-05,true,true,"none"
uniform_pigeonhole_limit,bitonic,seq,uint64,100,8,0.130416,1.30416e-06,1304.16,0.766777,800,8e-07,0.00613422,true,true,"none"
uniform_pigeonhole_limit,bitonic,omp,uint64,100,8,0.146393,1.46393e-06,1463.93,0.683093,800,8e-07,0.00546474,true,true,"none"
